X,Y,Z,Name,
-41.4604821,-15.7468309,0,"4"
-41.4583819,-15.7458048,0,"8"
-41.4573849,-15.7455151,0,"10"
-41.4572669,-15.7457048,0,"11"
-41.4565845,-15.7446367,0,"18"
-41.4564619,-15.7463038,0,"19"
-41.4641959,-15.7475296,0,"49"
-41.4640872,-15.7486048,0,"53"
-41.4635785,-15.7503637,0,"61"
-41.4637112,-15.7505715,0,"62"
-41.4637622,-15.7507135,0,"64"
-41.4638253,-15.7507935,0,"65"
-41.4641015,-15.7512453,0,"69"
-41.4651476,-15.7520174,0,"77"
-41.465389,-15.7518535,0,"79"
-41.4654145,-15.7514882,0,"81"
-41.4651805,-15.7510685,0,"83"
-41.4656566,-15.7518984,0,"88"
-41.4656913,-15.7523444,0,"90"
-41.4657566,-15.7524171,0,"91"
-41.4661804,-15.7523616,0,"95"
-41.4650781,-15.7504263,0,"97"
-41.4653142,-15.7508083,0,"100"
-41.4655716,-15.7506741,0,"102"
-41.4662851,-15.75074,0,"108"
-41.4663119,-15.7503411,0,"113"
-41.4664224,-15.750998,0,"117"
-41.4652736,-15.7511509,0,"125"
-41.4655198,-15.7509543,0,"126"
-41.4675175,-15.7522662,0,"141"
-41.4622967,-15.7498628,0,"146"
-41.4620116,-15.7485966,0,"150"
-41.4642433,-15.7482559,0,"152"
-41.460337,-15.7487212,0,"157"
-41.4593984,-15.7489329,0,"158"
-41.459204,-15.7496534,0,"166"
-41.4590927,-15.7497854,0,"168"
-41.4593461,-15.7499881,0,"172"
-41.4597672,-15.7496008,0,"173"
-41.459731,-15.7495363,0,"174"
-41.459283,-15.7500395,0,"176"
-41.4591489,-15.7501518,0,"179"
-41.4590161,-15.7502641,0,"181"
-41.4585837,-15.7501576,0,"187"
-41.458806,-15.7485958,0,"191"
-41.4593715,-15.7474532,0,"204"
-41.4595244,-15.7473668,0,"205"
-41.4595072,-15.747304,0,"206"
-41.4576475,-15.7468261,0,"212"
-41.457166,-15.7462955,0,"214"
-41.4566014,-15.7456385,0,"215"
-41.4563479,-15.7443075,0,"222"
-41.456543,-15.7446676,0,"223"
-41.4559985,-15.7448638,0,"228"
-41.4561004,-15.7446895,0,"229"
